12.240.32.81 - - [15/May/2022:00:00:19 +0300] "GET /f2035be396/c7e9d9807d/5401 HTTP/1.1" 301 162 "-" "-"
79.75.150.35 - - [15/May/2022:00:12:55 +0300] "GET /static/book-iframe.css HTTP/2.0" 200 3324 "https://board.course.ugractf.ru/static/book.css" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
72.58.203.187 - - [15/May/2022:00:12:55 +0300] "GET /static/inter/inter.css HTTP/2.0" 200 398 "https://board.course.ugractf.ru/static/book.css" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
70.101.130.92 - - [15/May/2022:00:12:55 +0300] "GET /static/vollkorn/vollkorn.css HTTP/2.0" 200 388 "https://board.course.ugractf.ru/static/book.css" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
23.147.160.19 - - [15/May/2022:00:12:55 +0300] "GET /static/jb/jb.css HTTP/2.0" 200 146 "https://board.course.ugractf.ru/static/book.css" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
181.236.136.220 - - [15/May/2022:00:12:56 +0300] "GET /static/inter/Inter-roman.var.woff2?v=3.12 HTTP/2.0" 200 226368 "https://board.course.ugractf.ru/static/inter/inter.css" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
65.207.117.78 - - [15/May/2022:00:12:56 +0300] "GET /static/vollkorn/Vollkorn-Regular.woff2 HTTP/2.0" 200 152936 "https://board.course.ugractf.ru/static/vollkorn/vollkorn.css" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
235.60.104.108 - - [15/May/2022:00:12:56 +0300] "GET /tasks/allfields/flag_iframe HTTP/2.0" 303 234 "https://course.ugractf.ru/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
134.230.197.121 - - [15/May/2022:00:12:56 +0300] "GET /signup_iframe HTTP/2.0" 200 1626 "https://course.ugractf.ru/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
2.219.99.214 - - [15/May/2022:00:12:56 +0300] "GET /static/book.css HTTP/2.0" 304 0 "https://board.course.ugractf.ru/signup_iframe" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
180.151.229.10 - - [15/May/2022:00:12:56 +0300] "GET /static/book-nav.css HTTP/2.0" 304 0 "https://board.course.ugractf.ru/static/book.css" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
168.31.138.42 - - [15/May/2022:00:12:56 +0300] "GET /static/book-misc.css HTTP/2.0" 304 0 "https://board.course.ugractf.ru/static/book.css" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
89.141.235.28 - - [15/May/2022:00:12:56 +0300] "GET /static/book-text.css HTTP/2.0" 304 0 "https://board.course.ugractf.ru/static/book.css" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
87.157.203.94 - - [15/May/2022:00:12:56 +0300] "GET /static/book-iframe.css HTTP/2.0" 304 0 "https://board.course.ugractf.ru/static/book.css" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
196.5.0.168 - - [15/May/2022:00:12:56 +0300] "GET /static/inter/inter.css HTTP/2.0" 304 0 "https://board.course.ugractf.ru/static/book.css" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
15.58.33.130 - - [15/May/2022:00:12:56 +0300] "GET /static/vollkorn/vollkorn.css HTTP/2.0" 304 0 "https://board.course.ugractf.ru/static/book.css" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
75.62.245.52 - - [15/May/2022:00:12:56 +0300] "GET /static/jb/jb.css HTTP/2.0" 304 0 "https://board.course.ugractf.ru/static/book.css" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
148.44.169.211 - - [15/May/2022:00:12:56 +0300] "GET /static/inter/Inter-roman.var.woff2?v=3.12 HTTP/2.0" 304 0 "https://board.course.ugractf.ru/static/inter/inter.css" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
205.186.45.228 - - [15/May/2022:00:12:56 +0300] "GET /static/vollkorn/Vollkorn-Regular.woff2 HTTP/2.0" 304 0 "https://board.course.ugractf.ru/static/vollkorn/vollkorn.css" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
183.208.88.176 - - [15/May/2022:00:13:09 +0300] "GET /robots.txt HTTP/1.1" 404 146 "-" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)"
250.252.103.12 - - [15/May/2022:00:13:13 +0300] "GET /stegano/task-a.html HTTP/1.1" 200 1942 "-" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)"
158.42.48.144 - - [15/May/2022:00:13:18 +0300] "POST /signup_iframe HTTP/2.0" 303 244 "https://board.course.ugractf.ru/signup_iframe" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
79.225.11.166 - - [15/May/2022:00:13:18 +0300] "GET /signup_sent_iframe HTTP/2.0" 200 446 "https://board.course.ugractf.ru/signup_iframe" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
231.8.14.231 - - [15/May/2022:00:13:18 +0300] "GET /static/book.css HTTP/2.0" 304 0 "https://board.course.ugractf.ru/signup_sent_iframe" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
31.91.197.203 - - [15/May/2022:00:13:18 +0300] "GET /static/book-nav.css HTTP/2.0" 304 0 "https://board.course.ugractf.ru/static/book.css" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
67.208.108.54 - - [15/May/2022:00:13:18 +0300] "GET /static/book-misc.css HTTP/2.0" 304 0 "https://board.course.ugractf.ru/static/book.css" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
170.209.127.168 - - [15/May/2022:00:13:18 +0300] "GET /static/book-text.css HTTP/2.0" 304 0 "https://board.course.ugractf.ru/static/book.css" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
62.156.204.153 - - [15/May/2022:00:13:18 +0300] "GET /static/book-iframe.css HTTP/2.0" 304 0 "https://board.course.ugractf.ru/static/book.css" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
62.97.58.83 - - [15/May/2022:00:13:18 +0300] "GET /static/inter/inter.css HTTP/2.0" 304 0 "https://board.course.ugractf.ru/static/book.css" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
183.214.236.181 - - [15/May/2022:00:13:18 +0300] "GET /static/vollkorn/vollkorn.css HTTP/2.0" 304 0 "https://board.course.ugractf.ru/static/book.css" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
184.193.99.202 - - [15/May/2022:00:13:18 +0300] "GET /static/jb/jb.css HTTP/2.0" 304 0 "https://board.course.ugractf.ru/static/book.css" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
131.161.189.58 - - [15/May/2022:00:13:18 +0300] "GET /static/inter/Inter-roman.var.woff2?v=3.12 HTTP/2.0" 304 0 "https://board.course.ugractf.ru/static/inter/inter.css" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
201.238.195.198 - - [15/May/2022:00:14:43 +0300] "GET /static/book.css HTTP/2.0" 200 2501 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36"
55.110.224.150 - - [15/May/2022:00:14:43 +0300] "GET /static/book-nav.css HTTP/2.0" 200 3893 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36"
91.124.149.212 - - [15/May/2022:00:14:43 +0300] "GET /static/book-misc.css HTTP/2.0" 200 1675 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36"
101.194.104.128 - - [15/May/2022:00:14:43 +0300] "GET /static/book-text.css HTTP/2.0" 200 3409 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36"
167.202.169.4 - - [15/May/2022:00:14:43 +0300] "GET /static/book-iframe.css HTTP/2.0" 200 3324 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36"
159.115.251.229 - - [15/May/2022:00:14:43 +0300] "GET /static/inter/inter.css HTTP/2.0" 200 398 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36"
232.163.41.236 - - [15/May/2022:00:14:43 +0300] "GET /static/vollkorn/vollkorn.css HTTP/2.0" 200 388 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36"
75.226.185.202 - - [15/May/2022:00:14:43 +0300] "GET /static/jb/jb.css HTTP/2.0" 200 146 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36"
159.89.16.160 - - [15/May/2022:00:14:44 +0300] "GET /static/inter/Inter-roman.var.woff2?v=3.12 HTTP/2.0" 200 226368 "https://board.course.ugractf.ru/static/inter/inter.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36"
73.6.252.173 - - [15/May/2022:00:14:45 +0300] "GET /static/vollkorn/Vollkorn-Regular.woff2 HTTP/2.0" 200 152936 "https://board.course.ugractf.ru/static/vollkorn/vollkorn.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36"
67.56.88.125 - - [15/May/2022:00:14:45 +0300] "GET /static/vollkorn/Vollkorn-Italic.woff2 HTTP/2.0" 200 135048 "https://board.course.ugractf.ru/static/vollkorn/vollkorn.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36"
210.136.90.25 - - [15/May/2022:00:14:46 +0300] "GET /favicon.ico HTTP/2.0" 404 232 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36"
160.6.203.239 - - [15/May/2022:00:14:54 +0300] "GET /stegano/task-a.html HTTP/2.0" 304 0 "https://course.ugractf.ru/stegano/audio.html" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
67.214.94.121 - - [15/May/2022:00:14:55 +0300] "GET /tasks/allfields/flag_iframe HTTP/2.0" 303 234 "https://course.ugractf.ru/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
16.55.64.226 - - [15/May/2022:00:14:55 +0300] "GET /signup_iframe HTTP/2.0" 200 1626 "https://course.ugractf.ru/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
180.71.64.68 - - [15/May/2022:00:14:55 +0300] "GET /static/book.css HTTP/2.0" 304 0 "https://board.course.ugractf.ru/signup_iframe" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
61.105.91.41 - - [15/May/2022:00:14:55 +0300] "GET /static/book-nav.css HTTP/2.0" 304 0 "https://board.course.ugractf.ru/static/book.css" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
189.159.53.171 - - [15/May/2022:00:14:55 +0300] "GET /static/book-misc.css HTTP/2.0" 304 0 "https://board.course.ugractf.ru/static/book.css" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
231.140.237.113 - - [15/May/2022:00:14:55 +0300] "GET /static/book-text.css HTTP/2.0" 304 0 "https://board.course.ugractf.ru/static/book.css" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
156.36.242.69 - - [15/May/2022:00:14:55 +0300] "GET /static/book-iframe.css HTTP/2.0" 304 0 "https://board.course.ugractf.ru/static/book.css" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
169.221.102.107 - - [15/May/2022:00:14:55 +0300] "GET /static/inter/inter.css HTTP/2.0" 304 0 "https://board.course.ugractf.ru/static/book.css" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
33.111.81.210 - - [15/May/2022:00:14:55 +0300] "GET /static/vollkorn/vollkorn.css HTTP/2.0" 304 0 "https://board.course.ugractf.ru/static/book.css" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
247.61.13.50 - - [15/May/2022:00:14:55 +0300] "GET /static/jb/jb.css HTTP/2.0" 304 0 "https://board.course.ugractf.ru/static/book.css" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
41.183.16.228 - - [15/May/2022:00:14:55 +0300] "GET /static/inter/Inter-roman.var.woff2?v=3.12 HTTP/2.0" 304 0 "https://board.course.ugractf.ru/static/inter/inter.css" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.141 YaBrowser/22.3.3.855 Yowser/2.5 Safari/537.36"
